iter	Logloss
0	0.3280331819
1	0.0823588847
2	0.05241607386
3	0.02069242923
4	0.02006993564
5	0.01973976965
6	0.01937169384
7	0.01937183854
8	0.01937183854
9	0.01937183854
10	0.01937183854
11	0.01932172089
12	0.01928810058
13	0.01925768915
14	0.01925768915
15	0.01906296563
16	0.01906296563
17	0.01902136875
18	0.01902136875
19	0.01900035689
20	0.01900035689
21	0.01900035689
22	0.01900035689
23	0.01900035689
24	0.01900035689
25	0.01900035689
26	0.01900035689
27	0.01900035689
28	0.01900035689
29	0.01900035689
30	0.01900035689
31	0.01900035689
32	0.01900035689
33	0.01900035689
34	0.01900035689
35	0.01900035689
36	0.01900035689
37	0.01900035689
38	0.01900035689
39	0.01900035689
40	0.01900035689
41	0.01900035689
42	0.01900035689
43	0.01900035689
44	0.01900035689
45	0.01900035689
46	0.01900035689
47	0.01900035689
48	0.01900035689
49	0.01900035689
50	0.01900035689
51	0.01900035689
52	0.01900035689
53	0.01900035689
54	0.01900035689
55	0.01900035689
56	0.01900035689
57	0.01900035689
58	0.01900035689
59	0.01900035689
60	0.01900035689
61	0.01900035689
62	0.01900035689
63	0.01900035689
64	0.01900035689
65	0.01900035689
66	0.01900035689
67	0.01900035689
68	0.01900035689
69	0.01900035689
70	0.01900035689
71	0.01900035689
72	0.01900035689
73	0.01900035689
74	0.01900035689
75	0.01900035689
76	0.01900035689
77	0.01900035689
78	0.01900035689
79	0.01900035689
80	0.01900035689
81	0.01900035689
82	0.01900035689
83	0.01900035689
84	0.01900035689
85	0.01900035689
86	0.01900035689
87	0.01900035689
88	0.01900035689
89	0.01900035689
90	0.01900035689
91	0.01900035689
92	0.01900035689
93	0.01900035689
94	0.01900035689
95	0.01900035689
96	0.01900035689
97	0.01900035689
98	0.01900035689
99	0.01900035689
100	0.01900035689
101	0.01900035689
102	0.01900035689
103	0.01900035689
104	0.01900035689
105	0.01900035689
106	0.01900035689
107	0.01900035689
108	0.01900035689
109	0.01900035689
110	0.01900035689
111	0.01900035689
112	0.01900035689
113	0.01900035689
114	0.01900035689
115	0.01900035689
116	0.01900035689
117	0.01900035689
118	0.01900035689
119	0.01900035689
120	0.01900035689
121	0.01900035689
122	0.01900035689
123	0.01900035689
124	0.01900035689
125	0.01900035689
126	0.01900035689
127	0.01900035689
128	0.01900035689
129	0.01900035689
130	0.01900035689
131	0.01900035689
132	0.01900035689
133	0.01900035689
134	0.01900035689
135	0.01900035689
136	0.01900035689
137	0.01900035689
138	0.01900035689
139	0.01900035689
140	0.01900035689
141	0.01900035689
142	0.01900035689
143	0.01900035689
144	0.01900035689
145	0.01900035689
146	0.01900035689
147	0.01900035689
148	0.01900035689
149	0.01900035689
150	0.01900035689
151	0.01900035689
152	0.01900035689
153	0.01900035689
154	0.01900035689
155	0.01900035689
156	0.01900035689
157	0.01900035689
158	0.01900035689
159	0.01900035689
160	0.01900035689
161	0.01900035689
162	0.01900035689
163	0.01900035689
164	0.01900035689
165	0.01900035689
166	0.01900035689
167	0.01900035689
168	0.01900035689
169	0.01900035689
170	0.01900035689
171	0.01900035689
172	0.01900035689
173	0.01900035689
174	0.01900035689
175	0.01900035689
176	0.01900035689
177	0.01900035689
178	0.01900035689
179	0.01900035689
180	0.01900035689
181	0.01900035689
182	0.01900035689
183	0.01900035689
184	0.01900035689
185	0.01900035689
186	0.01900035689
187	0.01900035689
188	0.01900035689
189	0.01900035689
190	0.01900035689
191	0.01900035689
192	0.01900035689
193	0.01900035689
194	0.01900035689
195	0.01900035689
196	0.01900035689
197	0.01900035689
198	0.01900035689
199	0.01900035689
